"Specification","Sample_start","Sample_end","N","Span_years","Adj_R2","CPT_pos","CPT_neg","CPTpos_p","CPTneg_p","Asym_p"
"Fuel & Power WPI ADL (post-2010, excl. COVID)","2010-04-01","2026-03-01",186,16,0.6784,0.520538,0.419462,0,0,0.1642
